@relation politeness

@attribute request string
@attribute numGratitude numeric
@attribute numDeference numeric
@attribute numGreeting numeric
@attribute inPosLexicon numeric
@attribute inNegLexicon numeric
@attribute numApologize numeric
@attribute pleaseCount numeric
@attribute pleaseStartCount numeric
@attribute numIndirect numeric
@attribute numDirectQuestion numeric
@attribute numDirectStart numeric
@attribute numCounterFactual numeric
@attribute numIndicative numeric
@attribute class {polite,impolite}

@data
'Is the image an animated gif which finishes in less than a second?  Or is it corrupted?',0,0,1,0,2,0,0,0,0,0,1,1,1,polite
'Its not clear what youre trying to do here.  Do you want the view to render the string 1 image more than 1 image ... ?',0,0,1,1,0,0,0,0,0,0,1,1,1,polite
'Is your column `OLE Object` type? Do you use `Bound Object Frame` control to display the images?',0,0,1,0,1,0,0,0,0,0,1,1,1,polite
'What have you tried so far?  Is this homework?',0,0,2,1,0,0,0,0,0,1,0,1,1,polite
'I think your best option would be to redesign so that you dont have to do this. What is this design intended to accomplish?',0,0,3,2,0,0,0,0,0,0,1,1,1,polite
'How are you doing your shared memory? With shm_open and mmap?',0,0,1,0,0,0,0,0,0,0,1,1,1,polite
'@ime Vidas JSLint is mostly telling me that I am calling functions before they are defined. Are these warnings that I should be concerned with?',0,0,1,2,3,0,0,0,0,0,1,1,1,polite
'Is there any relation to a `questions` table? Or is `questions_tags` the only table you have?',0,0,1,1,0,0,0,0,0,0,1,1,1,polite
'If I have a simple graph (tree) with 4 nodes: a start node with 3 successors where rightmost successor is an end node then all three algorithms (DFS BFS ID) will perform better backward than forward. Correct?',0,0,0,5,1,0,0,0,0,0,1,1,1,polite
'@PeterAllenWebb - can you define Not in the list. If I have {2 3 5} is the answer 1 or 4?',0,0,1,1,0,0,0,0,0,0,1,1,1,polite
'Agreed with @Kyle. Did you try increasing the width of the container housing the #featurebox-secondary just to verify if the widths are not out of place?',0,0,1,2,2,0,0,0,0,0,1,1,1,polite
'You are correct Yi Jiang we are only using HTML for his web developer.  What do you mean when you refer to If so then why add all the weight of a rendering engine when you can do the same natively?',0,0,2,1,1,0,0,0,0,0,1,1,1,polite
'Sure its possible. Do you have any prior experience in Python?',0,0,1,0,0,0,0,0,0,0,1,1,1,polite
'Is it a directed acyclic graph? or are cycles allowed?',0,0,0,0,2,0,0,0,0,0,1,1,1,polite
'You can create an empty div and when the larger image is clicked you can replace that div with a SWF (hiding images if necessary). Will that be OK?',0,0,2,0,2,0,0,0,0,0,1,1,1,polite
'Then you obviously have problem with your fwrite call. Could you provide the code you use?',0,0,1,0,2,0,0,0,0,0,1,1,1,polite
'I wonder if your instance(s) of Persist are in a local scope that gets destroyed upon exiting that scope. Have you looked into that?',0,0,1,2,1,0,0,0,0,0,1,1,1,polite
'Is there any chance you could post some of the code with an indication of where your break point is? Is it possible that the break point is in a non-executing code path (in an if/else block etc)?',0,0,2,0,1,0,0,0,0,0,1,1,1,polite
'Dont let that link get to the agile evangelists they will ROTFLOL in the best Weird Al style. You put a ton of work in a feature and only after its almost DONE you get feedback from the primary consumer guess what happened?',0,0,2,5,5,0,0,0,0,0,1,1,1,polite
'How do you define minimal? The minimum number of movements or the minimum of the sum of distances/squares of the distances?',0,0,1,1,1,0,0,0,0,0,1,1,1,polite
'How does an object type change dynamically?  Do you have a vehicle base blass and two derived classes: car and bike?',0,0,2,1,2,0,0,0,0,0,1,1,1,polite
'So your app creates a new html for each login? Or for each user?',0,0,1,0,0,0,0,0,0,0,1,1,1,polite
'agreed but i am not seeing the checkbox. are you able to wiki-fy it? thx',0,0,1,0,2,0,0,0,0,0,0,1,1,polite
'What value does CreateProcessAsUser return?  If it returns zero (indicating an error) what does the GetLastError() function return?',0,0,0,1,3,0,0,0,0,1,0,1,1,polite
'Can you clarify? Do you want a substring thats complement also occurs in the string?',0,0,1,1,1,0,0,0,0,0,1,1,0,polite
'I think the inner div will resize as it has a width of 100% but you wont notice it. You probably want to resize the image too?',0,0,2,1,0,0,0,0,0,0,1,1,1,polite
'What kind of processing will you perform?  Is it just a matter of setting up data structures to model a family tree?',0,0,1,0,2,0,0,0,0,1,0,1,1,polite
'Are you looking only for a count or are you interested in an algorithm that could also potentially print the permutations? In any case how efficient must this be?',0,0,2,1,0,0,0,0,0,0,1,1,1,polite
'looks like its a conflict with the Prototype library which we introduced in the newer version. Any ideas how to stringify a json object containing an array under Prototype?',0,0,1,1,3,0,0,0,0,0,1,1,1,polite
'@Cyber: What was that adequate solution?  Could you post it in detail for people in the future who have this problem?',0,0,2,1,2,0,0,0,0,0,1,1,1,polite
'@sarnold It shows Number of input = 22936722 49.Can anyone rationalise this strangeness?',0,0,2,1,2,0,0,0,0,0,1,1,1,polite
'Im not sure what youre asking. Can you explain what you mean by cache `client`?',0,0,1,0,2,0,0,0,0,0,1,1,1,polite
'Thats odd that only certain notifications fire.  How are you setting up the observers?',0,0,1,0,3,0,0,0,0,0,1,1,1,polite
'Perhaps showing some more of your code would help us help you? Also what the file hierarchy look like for relevant files?',0,0,2,2,0,0,0,0,0,0,1,1,1,polite
'Do you need to read all of the files in the directory? Or more specifically are there files in that directory that you do not want to read?',0,0,1,0,2,0,0,0,0,0,1,1,1,polite
'What is a string pointer? Can you give some example about the input and the expected output?',0,0,1,1,0,0,0,0,0,1,0,1,1,polite
'Can you post your code? Also have you tried using  Timeout::timeout(5) to try and handle timeouts?',0,0,1,0,1,0,0,0,0,0,1,1,0,polite
'How much Perl code do you have? (files total sloc)?',0,0,1,0,0,0,0,0,0,0,1,1,1,polite
'What environment are you running the code on? Could you enclose the code as it would make it easier to help you for us SOers?',0,0,1,1,1,0,0,0,0,1,0,1,1,polite
'It could be the way you are saving your photo for web-use. Are you using Photoshops Save for Web option?',0,0,1,1,1,0,0,0,0,0,1,1,1,polite
'What swaps would be required to get your original list to its reordered state?  Is that number of swaps proportional to the 100 swaps out of several hundred to a thousand original lines of data?',0,0,1,0,3,0,0,0,0,1,0,1,1,polite
'@DADU What changes do you want to make on that HTML string? Can you give some examples?',0,0,1,1,1,0,0,0,0,0,1,1,1,polite
'see if the `returnList.firstChild.textContent` is returning an array or not? By your statement can I assume that its working in FF and others?',0,0,3,1,0,0,0,0,0,0,1,1,1,polite
'Could you provide some more precise input and output values? Do you want to convert [link]www.yahoo.com[/link] to <a href=www.yahoo.com>www.yahoo.com</a>?',0,0,1,1,0,0,0,0,0,0,1,0,1,polite
'@den: OK so the rectangles are represented as two points.  Is this a vector representation or a raster ?',0,0,1,0,3,0,0,0,0,0,1,1,1,polite
'I did go through that post but I was looking for option for both Windows and Mac. is it possible to do this via shell extension ?',0,0,1,1,4,0,0,0,0,0,1,1,1,polite
'Just to clarify the circle comes in to the definition of what it means to be adjacent -- element n is adjacent to element 1 -- but you do not consider rotations of the same bit pattern to be the same.  Is that right?',0,0,1,1,2,0,0,0,0,0,1,1,1,polite
'Which VB do you want an answer for? VB.Net VB6 VBA or VBScript?',0,0,2,0,2,0,0,0,0,1,0,1,1,polite
'What E-Mail library are you using? Can you show the full code?',0,0,1,0,2,0,0,0,0,1,0,1,1,polite
'seems fine in Chrome. How exactly does one reproduce the problem?',0,0,0,1,1,0,0,0,0,0,1,1,1,polite
'What kind of input are you looking for give little more details. [CommonDialog](http://msdn.microsoft.com/en-us/library/system.windows.forms.commondialog.aspx) look at the classes inheriting it do any of them look right for you?',0,0,1,3,1,0,0,0,0,1,0,1,1,polite
'The way you were doing it at first looks right. Can you post the exact text of the error message you get?',0,0,1,1,4,0,0,0,0,0,1,1,1,polite
'What defines the end of an entry? Is it guaranteed that the lines within an entry wont start with a digit but a line defining a new entry will?',0,0,1,3,1,0,0,0,0,1,0,1,1,polite
'@agent-j - im not seeing an error - the problem is that the Regex keeps returning the errorMessage for the above string and it doesnt make sense ? i.e. wanted someone to confirm its not incorrect ?',0,0,0,1,6,0,0,0,0,0,1,1,1,polite
'I tried a  if (ajaxBanner_timeout == 0) {... but that didnt work. Where do I need to define  ajaxBanner_timeout?',0,0,0,2,1,0,0,0,0,0,1,1,1,polite
'Ah... Hmm. Would it be possible to wrap it in Jython somehow to make it a Java applet using the code I wrote?',0,0,0,0,2,0,0,0,0,0,1,1,1,polite
'What kind of system did you develop the script on (and the make-file)?  Did the actual files come from a Windows system originally?',0,0,1,1,1,0,0,0,0,1,0,1,1,polite
'The only 2gb executables I know about contain archives themselves. Could you extract or partially extract the executable before packaging it?',0,0,2,0,0,0,0,0,0,0,1,1,1,polite
'Fixed it for you.  BTW `apn_config` is a `std::vector` right?',0,0,1,1,0,0,0,0,1,0,1,1,1,polite
'Is there any specific element youre targeting? Could you put together a sample structure?',0,0,1,1,0,0,0,0,0,0,1,1,1,polite
'Version 2.6.6.  Is this addressed in a newer version?',0,0,1,0,0,0,0,0,0,0,1,1,1,polite
'I just tried using your code verbatim and its working correctly for me (label is correctly centered in view). Perhaps something else is interfering with it?',0,0,2,3,1,0,0,0,0,0,1,1,1,polite
'are the images stored in the same base folder that the jquery is in? or are they in a different folder?',0,0,1,0,0,0,0,0,0,0,1,1,1,polite
'should the output rectangle have its sides parallel to the axes? ie. can the output rectangle also be rotated?',0,0,0,0,3,0,0,0,0,0,1,1,1,polite
'Can you write the URL of this page? Also does it have any kind of authentication on it?',0,0,2,1,0,0,0,0,0,0,1,1,0,polite
'Your problem is not fully specified - when there is a blob you wish to identify may there be other filed cells on the board separate from the blob? Also you talk about similarity - but are you after a precise pattern match or an approximate one?',0,0,2,2,2,0,0,0,0,0,1,1,1,polite
'I am looking at a more brute force and exhaustive approach I am curious as to your performance/memory concerns. Is this something being done a lot or just once for different sets of letter combinations?',0,0,2,0,5,0,0,0,0,0,1,1,1,polite
'By `In fact I already have!` do you mean that you have switched to generics collections? Could you share your opinion about the performance?',0,0,2,1,1,0,0,0,0,0,1,1,1,polite
'Im not seeing a reason why it should be much slower then the 9 seconds. Can you provide a sample of the file you are reading?',0,0,1,1,4,0,0,0,0,0,1,1,1,polite
'I think if you were to consider the DAL as a seperate entity and imagine that it was your sole responsibility whilst all consumers was work done by a third party you would probably raise an exception for Access Denied - most of the framework would.  If however you want to avoid _exception logic_ it would be helpful to provide functions to help the consumers determine if they have sufficient access to data - though that sounds like more of a business logic issue which is it that controls the access?',0,0,3,5,7,0,0,0,0,0,1,1,1,polite
'Yes I received the warning about asking a subjective Q but I got no responses on other Q&A sites like Yahoo so I thought Id give it a shot. Whats a CW?',0,0,0,2,2,0,0,0,0,0,1,1,1,polite
'A few more details are required. Whats your latitude longitude date and timezone...?',0,0,1,0,2,0,0,0,0,0,1,1,1,polite
'Does this happen in one kind of debugging session or is it random.  For example if you are trying to debug a running service by attaching to process or are you just trying to run code in the debugger?',0,0,2,1,4,0,0,0,0,0,1,1,1,polite
'This is the sort of question where there is no single answer. Wondering it this qualifies for a wiki?',0,0,1,2,1,0,0,0,0,0,1,1,1,polite
'Ok this a long-shot just a crazy idea and I havent tried it myself so I wont submit it as an answer:  How about keeping the UIImageView stationary and moving the UIView around behind it?  You might then be able to use transforms to translate or scale your UIView and transform the scrollview at the same time?',0,0,2,2,2,0,0,0,0,0,1,1,1,polite
'In that case it might not be the answer then (hence the comment). Are you using the VS web server or IIS Express?',0,0,1,0,1,0,0,0,0,0,1,1,1,polite
'It seems if I change @property (nonatomic copy) NSMutableArray *blockViews to retain the error goes away. but why?',0,0,0,1,4,0,0,0,0,0,1,1,1,polite
'So what do you need help with ? Where are you stuck ?',0,0,1,0,1,0,0,0,0,0,1,1,1,polite
'Im afraid its still unclear what you want to do with roomA and roomB.  Are you trying to list every permuation of the two?',0,0,1,1,2,0,0,0,0,0,1,1,1,polite
'This already works in the summary column in the debugger window or inline data tip when you hover over the variable in your editor. Am I misunderstanding your question?',0,0,2,4,7,0,0,0,0,0,1,1,1,polite
'Sorry I figured the random characters in the receiving end of the socket gave it away. Why is the system receiving 94/64/and 7s (ascii decimal converted from ascii characters) and how can i fix it?',0,0,0,0,1,1,0,0,0,0,1,1,1,polite
'Is the crop operation cheap? If you already have the image on disk you could just pass the XML filename and the crop parameters into the .ashx as a query string and do the crop again in the .ashx?',0,0,1,2,1,0,0,0,0,0,1,1,1,polite
'If the form starts with pre-filled data I would think that data would be populated with placeholder=my text. If thats the case clearing all inputs should be fine right?',0,0,1,4,0,0,0,0,0,0,1,1,1,polite
'Please clarify your question a bit. Are you just asking how to invoke an instances methods?',0,0,1,1,2,0,1,1,0,0,1,1,1,polite
'What do you have so far? How are you storing what you get out of Nokogiri?',0,0,1,0,0,0,0,0,0,1,0,1,1,polite
'Can you specify how the automated build tool invokes the click event?  Is it some sort of UI testing tool that may have a bug?',0,0,1,0,3,0,0,0,0,0,1,1,0,polite
'BFS is a pretty basic graph-searching algorithm - seems like it would take a ginormous graph to make it infeasible...  How big is a normal graph (both edges and vertices)?  Also how is it stored?',0,0,1,3,0,0,0,0,0,0,1,1,1,polite
'yes that should be possible. Id have to build some UI based on some javascript library and then some custom php integration to save the preferences in drupal database then?',0,0,0,1,1,0,0,0,0,0,1,1,1,polite
'Not related to your Question but is Visual Studio 6 supported on Vista? & isnt JIT just for managed code?',0,0,1,4,1,0,0,0,0,0,1,1,1,polite
'Where does the menu show up on the page? Do you have HTML or (better yet) a [JSFiddle](http://jsfiddle.net/) that we can look at?',0,0,1,1,0,0,0,0,0,1,0,1,1,polite
'do you mean assembly code?  and you want a self modifying application?',0,0,1,0,0,0,0,0,0,0,1,1,1,polite
'are the line segments only straight lines?Do you want an algorithm that given two polygons finds what line segments they overlap over?',0,0,2,0,0,0,0,0,0,0,1,1,1,polite
'@Unreason About the rectangular case - think of the situation when points arent positioned in a rectilinear way (basically the points inside the rectangle can take any position and hence build complex curves). If I have some matrix with these points what should I do to make my mesh resolution larger (in terms of points per square inch for example)?',0,0,1,1,2,0,0,0,0,0,1,1,1,polite
'Spec isnt complete what format is the percentage entered? What should happen if the user enters in decimal format (0.15) or includes the % symbol in the text or worse yet both?',0,0,0,0,1,0,0,0,0,0,1,1,1,polite
'What exactly fails? What error are you getting?',0,0,1,0,5,0,0,0,0,1,0,1,1,polite
'Could you give us more information? What kind of OS and compiler are you using?',0,0,1,0,1,0,0,0,0,0,1,0,1,polite
'is this the case only for this particular project? can you try this out on a brand new test project?',0,0,2,0,0,0,0,0,0,0,1,1,1,polite
'If an object is cv::Mat I can perform any linear algebraic image processing ... operations. What can I not do with it? :-)',0,0,0,0,2,0,0,0,0,0,0,1,1,polite
'Are you working on D2009 or later i.e. are you working with string=ansistring or with unicode strings?',0,0,1,1,0,0,0,0,0,0,1,1,1,polite
'Another idea looks like you are using `MBProgressHUD` I guess your code is triggered from an animation callback from memory I think CoreData is not multi-threading safe. Try not to do this from `MBProgressHUD` or try using `performSelectorOnMainThread` maybe?',0,0,2,3,3,0,0,0,0,0,1,1,1,polite
'I take it you only have to have pieces at the corners of the square to win and you cant move on a space where your opponent has already moved? Does the square have to be aligned with the axes or does a square tilted 45 degrees win the game?',0,0,2,2,2,0,0,0,0,0,1,1,1,polite
'Have you tried connecting manually using telnet? If so what prompts do you get for username and password?',0,0,1,1,1,0,0,0,0,0,1,1,1,polite
'Ok you are right! But what is the reason for ostream& tab(ostream & output) to take a param as ostream& but not void?',0,0,1,1,0,0,0,0,0,0,1,1,1,polite
'This is certainly a tough assignment if you arent good at programming. Do you have to code your own quadratic programming optimization as well?',0,0,3,3,1,0,0,0,0,0,1,1,1,polite
'Not exactly - I did some messing around and implemented a solution using NSMatrix as per Apples (very old) Core Recipes code sample. Edit: I note that your comment is rather old - did you resolve the issue?',0,0,1,1,5,0,0,0,0,0,1,1,1,polite
'To clarify the question: You have (say) 5 schedules and 10 meetings each with 5+ non-overlapping meeting times and you want all 5 schedules to contain all 10 meetings with no overlapping times in any one schedule.  Is this correct?',0,0,2,1,0,0,0,0,0,0,1,1,1,polite
'OS?  OpenGL implementation vendor?  Can you post a complete minimal program that demonstrates the problem?',0,0,1,0,2,0,0,0,0,0,1,1,1,polite
'Have you tried running with breakpoints on?  Have you tried enabling NSZombies?',0,0,1,0,2,0,0,0,0,0,1,1,1,polite
'I see you have `Debug` enabled during `MIME::Lite->send`.  Can you post that log?',0,0,1,1,1,0,0,0,0,0,1,1,1,polite
'`lte IE 8` means less than equal IE 8 so this seems to work as designed. Can you clarify what the problem is?',0,0,3,1,1,0,0,0,0,0,1,1,1,polite
'Where is the object created? Is it created on the stack on the heap or is it a global variable?',0,0,0,0,1,0,0,0,0,1,0,1,1,polite
'Computer Science classes always fun times. Have you identified the errors above ?',0,0,1,1,4,0,0,0,0,0,1,1,1,polite
'@Shane Im using Rscript. How are you loading your scripts?',0,0,1,0,4,0,0,0,0,0,1,1,1,polite
'What operating system?  Are you writing a debugger or trying to use a debugger?',0,0,1,0,1,0,0,0,0,1,0,1,1,polite
'I am pretty sure I could I looked at couple sites that are doing it. I just cant see the code cuz its PHP =P Must be some syntax or app setup on the facebook side perhaps?',0,0,0,1,1,0,0,0,0,0,1,1,1,polite
'How do you pass the design into jasper? Is it doable to have two designs depending on the option selected?',0,0,2,0,2,0,0,0,0,0,1,1,1,polite
'Your question is unclear - do you need help getting the urls into the database? are these in a file?',0,0,1,1,1,0,0,0,0,0,1,1,1,polite
'Do they all have the same size and orientation ?  Can you pivote them or should they conserve both proportion and orientation ?',0,0,2,0,1,0,0,0,0,0,1,1,1,polite
'Its possible.  Do you have any code yet?',0,0,1,0,0,0,0,0,0,0,1,1,1,polite
'Im not sure I understand exactly what you want. Could you clarify?',0,0,1,0,0,0,0,0,0,0,1,1,1,polite
'how do you load the php file? Are the folder/file permissions set to executable?',0,0,1,0,1,0,0,0,0,0,1,1,1,polite
'I have a question about this topic. Consider the general component diagram not the instances one: should we draw two sockets (connection) from the philosopher to the dining room / fork interface or is one enough?',0,0,1,2,3,0,0,0,0,0,1,1,1,polite
'For a single one-off script for a web project (e.g. Rails Sinatra or other) or are you creating utility code that you want available for many scripts?',0,0,1,1,4,0,0,0,0,0,1,1,1,polite
'Please clarify title / question. Do you wish to identify the start of a cycle or remove a cycle?',0,0,1,1,3,0,1,1,0,0,1,1,1,polite
'One of them writes to /dev/tty one of them writes to STDOUT.  Was that what you wanted to know?',0,0,1,0,0,0,0,0,0,0,1,1,1,polite
'How are the stops designated? Do they have unique numbers or names?',0,0,2,2,1,0,0,0,0,0,1,1,1,polite
'im curious why did you choose to use malloc()/free() inside the class instead of new/delete? also what is your compiler?',0,0,1,1,0,0,0,0,0,0,1,1,1,polite
'do you do dfs from every node? if not what nodes do you begin the search from?',0,0,1,0,1,0,0,0,0,0,1,1,1,polite
'So the canvas was causing the move to upper left but removing the canvas still has one of the classes assuming it knows better where to place images and its letting me push them outside the bounds of the control.  Any suggestions?',0,0,0,1,1,0,0,0,0,0,1,1,1,polite
'What happens when you just use a different algorithm to determine file names? Does OpenOffice.org care?',0,0,1,0,1,0,0,0,0,1,0,1,1,polite
'It ought to show up in the Delphi Window _and_ in DebugView. Can you confirm thats happening?',0,0,2,1,2,0,0,0,0,0,1,1,1,polite
'Hmm Its a promo block that displays a picture with text underneath it on the left sidebar on every page. So through your questions Grezly Im perceiving that I must somehow make the home page show up as a block with a teaser underneath on every page?',0,0,1,2,3,0,0,0,0,0,1,1,1,polite
'I updated original question with persistentStoreCoordinator method which I got from my AppDelegate.m.  Regarding the two different managed objects I guess I messed this up am I only supposed to have one in the app delegate?',0,0,1,1,6,0,0,0,0,0,1,1,1,polite
'Can you be more specific about how you want it to evaluate the logic? What should the code output?',0,0,1,0,0,0,0,0,0,0,1,1,0,polite
'Completely different approach - could you OCR the page and see if it comes up with any characters? Or are you working from scratch and/or prefiltering the pages quickly before they even reach a much slower OCR step and/or dealing with pages that might have illustrations but no text?',0,0,3,1,3,0,0,0,0,0,1,1,1,polite
'Have you checked the actual SVN server to make sure the file was added?  Did they Add and check in or just Add?',0,0,2,0,1,0,0,0,0,0,1,1,1,polite
'Well with 4000 open files it also gets stuck though later on at around line 10000 and then it progresses though much more slowly. (I guess it has to do with the output buffering?)',0,0,0,2,5,0,0,0,0,0,0,1,1,polite
'The plane of the X will always be parallel to the plane of the image I assume? So no perspective distortion of the X?',0,0,0,0,2,0,0,0,0,0,1,1,1,polite
'Im expriencing the same thing. Did you resolve this?',0,0,2,0,0,0,0,0,0,0,1,1,1,polite
'Its not exactly clear what youre trying to do. Do you just want get the text of the HTML table without the HTML tags?',0,0,1,1,0,0,0,0,0,0,1,1,1,polite
'Is the italicized text the only error you get or are you getting any other errors?  Or are your breakpoints just not being triggered?',0,0,1,0,4,0,0,0,0,0,1,1,1,polite
'What is the context that `initialize` is called?  It claims to be the Starting point for the program -- is a call made from `__main__` that returns the return code of this function?',0,0,1,2,1,0,0,0,0,1,0,1,1,polite
'Can you post your .htaccess? And which directory is it in?',0,0,2,0,2,0,0,0,0,0,1,1,0,polite
'Yes I do. Am I referencing a keyword by mistake?',0,0,0,0,2,0,0,0,0,0,1,1,1,polite
'When youre previewing the widget which style are you using?  What operating system are you running designer on?',0,0,3,1,2,0,0,0,0,1,0,1,1,polite
'@hammar: Yes we can assume its a x86 architecture. Could you give a bit more detail on this approach?',0,0,2,0,2,0,0,0,0,0,1,1,1,polite
'Usually compilers should generate a good code for such algorithms. Did you check what assembly a C compiler is generating?',0,0,1,1,1,0,0,0,0,0,1,1,1,polite
'What library are you using for XPath? Are you setting the namespace mappings in there?',0,0,1,0,1,0,0,0,0,1,0,1,1,polite
'Im a StatEt user but Im not aware of a debugger built into Statet.  Do you mean the debugging tools built into core R or some other aspect ?',0,0,1,0,2,0,0,0,0,0,1,1,1,polite
'Does it need to follow a specific pattern? Or is it fine if the characters from the input set appear potentially at any place?',0,0,0,1,0,0,0,0,0,0,1,1,1,polite
'Its likely `m_cAppIdMap` has been over released. Can you check that?',0,0,1,3,1,0,0,0,0,0,1,1,1,polite
'Everything works except I cant register ANY mouseup/down events. Do you get an error or does it just not work?',0,0,2,2,3,0,0,0,0,0,1,1,1,polite
'What are you looking to aggregate?  Total sales value number of orders by customer total deposit total number of items sold?',0,0,1,0,1,0,0,0,0,1,0,1,1,polite
'The most complete resource is the internet at large but that is a bit broad. Is there anything specific you are looking for?',0,0,2,0,1,0,0,0,0,0,1,1,1,polite
'What language/platform are you using for parsing? What library?',0,0,1,0,1,0,0,0,0,1,0,1,1,polite
'Are you studying computer science? Whats your background in programming and computer science?',0,0,1,0,1,0,0,0,0,0,1,1,1,polite
'Can you provide more context for your second code example? Specifically how is $doc defined?',0,0,1,2,0,0,0,0,0,0,1,1,0,polite
'@Jack Leow: I tried both running the server in debug mode & inspecting content and displaying it on the console with System.out.println().@John Wagenleitner: Any idea as to what could be wrong on my side?',0,0,0,0,3,0,0,0,0,0,1,1,1,polite
'@Alan Good. Can someone verify for Debian (repositories dont have 5.12.x) Mac OS X (MacPorts has 5.12.2) and Windows (ActiveState Perl 5.12.3)?',0,0,0,2,0,0,0,0,0,0,1,1,1,polite
'showing some code would greatly help e.g. how did you declare path?',0,0,1,2,0,0,0,0,0,0,1,1,1,polite
'@Mr blue: its possible that this question makes sense to those with an HCI background but my gut tells me it doesnt.  Can you elaborate on your question?',0,0,2,0,0,0,0,0,0,0,1,1,1,polite
'You need to add more code then. Can you post your main loop where you do the drawing?',0,0,1,1,0,0,0,0,0,0,1,1,1,polite
'Its weird that this doesnt work on Python 3.1 could you share more about your directory structure and module organization? In which directory is `weatherScript.py` located what is your `sys.path` (or at least the part of it that corresponds to `weatherData/socket.py`)?',0,0,2,1,4,0,0,0,0,0,1,1,1,polite
'In numpy your array is 2 x 5 isnt it? And am I understanding that you want to extract a column slice as a column matrix rather than a vector?',0,0,1,0,2,0,0,0,0,0,1,1,1,polite
'@polyg: As I mentioned below Im not an expert in Java.  Why are enums more powerful in Java than C++/C#?',0,0,0,1,0,0,0,0,0,0,1,1,1,polite
'Sounds like a framework bug. Could you upload a minimal .xcproj so I can see whats going on?',0,0,1,2,1,0,0,0,0,0,1,1,1,polite
'If you view the image by itself in a new tab/window. What dimension does the image turn out to be?',0,0,1,1,1,0,0,0,0,0,1,1,1,polite
'Its not clear to me what youre trying to ask or what problem youre trying to solve. Are you trying to figure out what algorithms google twitter and facebook are using or are you trying to understand some algorithms better?',0,0,1,2,2,0,0,0,0,0,1,1,1,polite
'Ive tried to understand your question but it is hard. Can you improve the formatting so that we can see what you are asking?',0,0,1,1,1,0,0,0,0,0,1,1,1,polite
'@dmckee - I wasnt aware that a closed question could be edited. Will an edited closed question generally get reconsideration?',0,0,0,0,2,0,0,0,0,0,1,1,1,polite
'@ikegami: Can you suggest an easier one for beginners? SOAP::Lite seems to be advocated as the easiest all around?',0,0,1,4,1,0,0,0,0,0,1,1,1,polite
'Youssef have you had a chance to try one of the suggested approaches/tools for text categorization? If so how did it work out for you?',0,0,1,1,2,0,0,0,0,0,1,1,1,polite
'is the image changed via JavaScript? If so just get the title of the new image once its set and copy it into your div?',0,0,1,0,2,0,0,0,0,0,1,1,1,polite
'smalltalk is something I am looking into. Does Smalltalk/X work as in interpreter until you compile?',0,0,2,1,0,0,0,0,0,0,1,1,1,polite
'This is set theory and takes some pretty interesting uses of SQL. What database are you using (Oracle SQL Server)?',0,0,2,2,2,0,0,0,0,0,1,1,1,polite
'Nice what did you set it to? greater or smaller?',0,0,1,2,0,0,0,0,0,0,1,1,1,polite
'I hadnt heard of this. Googling suggested its something to do with 3GPP?',0,0,1,0,0,0,0,0,0,0,1,1,1,polite
'Are there any other limitations on a_i? for example a_i >=0?',0,0,0,1,3,0,0,0,0,0,1,1,1,polite
'Can you explain your question a bit more since if each node keeps track of nodes it is connected to it looks like you have a graph that has connnected components and for each node type find the number of connected components that node type is found in the one present in most connected components is the type that has the longest unconnected chain. is that what you meant?',0,0,1,1,3,0,0,0,0,0,1,1,0,polite
'seems like gettimeofday issue on linux. maybe your kernel has some extra configurations for timer?',0,0,1,1,2,0,0,0,0,0,1,1,1,polite
'I think the point here is I should have checked for error when i am doing ptr[0] = new char[strlen(psError) + 1];This might be the reason that it is throwing error when i am trying to delete it later?',0,0,1,1,3,0,0,0,0,0,1,1,1,polite
'Can you please provide all of the code between your $sql lines an when you actually query the DB? Are you calling `strip_tags` on your sql statement?',0,0,1,1,3,0,1,0,0,0,1,1,0,polite
'Im not sure I understand what you mean by the first bullet item.  Can you elaborate?',0,0,1,0,0,0,0,0,0,0,1,1,1,polite
'What if you added a button to the results page to go back to the form?  Or wouldnt that overcome the users urge to use the back button?',0,0,1,0,0,0,0,0,0,1,0,1,1,polite
'When you say non-overlapping polygons what happens if you have edges that describe two overlapping polygons?  Do you report that as one polygon consisting of their intersection or do you report neither of them?',0,0,1,0,2,0,0,0,0,1,0,1,1,polite
'Can you give examples for _positive_ and _negative_ articles please? Isnt that subjective?',0,0,1,3,3,0,1,0,0,0,1,1,0,polite
'Did you try writing something in an attempt to implement this? If so what happens when you run it?',0,0,2,1,0,0,0,0,0,0,1,1,1,polite
'have you tried any other patchlevel of 1.8.7 ? ruby-1.8.7-p352 for example ?',0,0,2,1,0,0,0,0,0,0,1,1,1,polite
'Although I didnt know that there is such a function in sql. Are there any others like this?',0,0,1,2,1,0,0,0,0,0,1,1,1,polite
'Please explain the kind of statistics you are trying to gather. Is it just number of loads or urls or is there some callback info you want when the user is using your widget?',0,0,1,1,4,0,1,1,0,0,1,1,1,polite
'Can you please post some code. How is data received at the client side?',0,0,1,1,3,0,1,0,0,0,1,1,0,polite
'Altering the top-level structure moving elements between top level arrays?  How does your sort need to function in the higher dimension?',0,0,2,2,1,0,0,0,0,0,1,1,1,polite
'How do you do it presently? Do you persist the RedirectToRoute values in the POST form or hold them temporarily on the server somewhere?',0,0,1,0,3,0,0,0,0,0,1,1,1,polite
